Go.	Geh.
Air is a mixture of gases.	Luft ist eine Mischung aus Gasen.
Alcohol damages the liver.	Alkohol macht die Leber kaputt.
All of the buses are full.	Alle Busse sind voll.
All of us plan to do that.	Wir haben alle vor, das zu tun.
All the benches are taken.	Alle Bänke sind besetzt.
All the boys were dancing.	Alle Jungen tanzten.
All the boys were yelling.	Sämtliche Jungen schrien.
All the kids were dancing.	Alle Kinder tanzten.
All the windows were open.	Alle Fenster standen offen.
All those things are true.	Das ist alles wahr.
All we can do now is wait.	Alles, was wir nun machen können, ist zu warten.
All you can do is to wait.	Alles was du tun kannst ist warten.
All you had to do was ask.	Du hättest nur zu fragen brauchen.
All you have to do is ask.	Du brauchst nur zu fragen.
All you have to do is ask.	Ihr braucht nur zu fragen.
All you have to do is ask.	Sie brauchen nur zu fragen.
All's well that ends well.	Ende gut, alles gut.
Almost all girls are kind.	Fast alle Mädchen sind nett.
Almost everyone was happy.	Fast alle waren zufrieden.
Am I responsible for this?	Bin ich dafür zuständig?
Am I speaking too quickly?	Spreche ich zu schnell?
Am I still in charge here?	Habe ich hier noch die Leitung inne?
Am I still your boyfriend?	Bin ich noch dein Freund?
Am I supposed to eat this?	Soll ich das hier essen?
Am I under suspicion here?	Stehe ich hier unter Verdacht?
An accident just happened.	Gerade ist ein Unfall passiert.
And just who might you be?	Wer bist du denn bitte schön?
And then, what did you do?	Und was hast du dann gemacht?
Any child can answer that.	Jedes Kind kann das beantworten.
Any one of us could do it.	Jeder von uns könnte das.
Anyone can make a mistake.	Jeder macht mal einen Fehler.
Anyone can make a mistake.	Jeder kann einen Fehler machen.
Anyone could have made it.	Das hätte jeder schaffen können.
Anyone is welcome to join.	Jeder darf sich gerne beteiligen.
Anything can go in a stew.	In einen Eintopf kann alles.
Anything can happen on TV.	Im Fernsehen ist alles möglich.
Anything might happen now.	Es kann jetzt alles passieren.
Anyway, it all worked out.	Jedenfalls hat alles hingehaut.
Appearances are deceiving.	Der Schein trügt.
Apples are the best fruit.	Äpfel sind die besten Früchte.
Are Tom and John brothers?	Sind Tom und Johannes Brüder?
Are Tom and Mary with you?	Sind Tom und Maria bei dir?
Are all these books yours?	Gehören alle diese Bücher dir?
Are all these books yours?	Gehören alle diese Bücher Ihnen?
Are oranges always orange?	Sind Orangen immer orange?
Are oranges always orange?	Sind Apfelsinen immer orange?
Are oysters in season now?	Haben Austern gerade Saison?
Are these all Tom's books?	Sind das alles Toms Bücher?
Are these notebooks yours?	Sind das deine Notitzbücher?
Are they really Canadians?	Sind das echt Kanadier?
Are those eggs free-range?	Sind das Eier von freilaufenden Hühnern?
Are you a college student?	Studierst du?
Are you a college student?	Bist du Student an einer Hochschule?
Are you a member of a gym?	Bist du Mitglied in einem Fitnessstudio?
Are you afraid of heights?	Hast du Höhenangst?
Are you afraid of silence?	Hast du Angst vor Stille?
Are you afraid of spiders?	Hast du Angst vor Spinnen?
Are you all busy now, Tom?	Seid ihr jetzt beschäftigt, Tom?
Are you deaf or something?	Bist du taub oder was?
Are you doing that for me?	Tust du das für mich?
Are you doing that for me?	Machst Du das für mich?
Are you doing this for me?	Tust du das für mich?
Are you doing this for me?	Machst Du das für mich?
Are you enjoying the view?	Genießt du die Aussicht?
Are you enjoying the view?	Genießt ihr die Aussicht?
Are you enjoying the view?	Genießen Sie die Aussicht?
Are you enjoying yourself?	Amüsierst du dich gut?
Are you enjoying yourself?	Amüsieren Sie sich?
Are you expecting anybody?	Erwarten Sie jemanden?
Are you expecting anybody?	Erwartest du jemanden?
Are you expecting anybody?	Erwartet ihr jemanden?
Are you free Monday night?	Hast du Montagabend Zeit?
Are you free on Wednesday?	Hast du am Mittwoch frei?
Are you free this evening?	Haben Sie heute Abend Zeit?
Are you free this evening?	Hast du heute Abend frei?
Are you free this weekend?	Hast du dieses Wochenende frei?
Are you free this weekend?	Bist du frei dieses Wochenende?
Are you free this weekend?	Hast du an diesem Wochenende Zeit?
Are you free this weekend?	Habt ihr an diesem Wochenende Zeit?
Are you free this weekend?	Haben Sie an diesem Wochenende Zeit?
Are you getting a new car?	Bekommen Sie ein neues Auto?
Are you going out tonight?	Gehst du heute Abend aus?
Are you going out tonight?	Gehst du heute feiern?
Are you going to be there?	Wirst du dort sein?
Are you going to break in?	Wirst du einbrechen?
Are you going to buy that?	Wirst du das kaufen?
Are you going to call Tom?	Rufst du Tom an?
Are you going to call Tom?	Rufen Sie Tom an?
Are you going to call Tom?	Ruft ihr Tom an?
Are you going to go there?	Wirst du dorthin gehen?
Are you going to help Tom?	Werdet ihr Tom helfen?
Are you going to help Tom?	Werden Sie Tom helfen?
Are you going to help Tom?	Wirst du Tom helfen?
Are you going to tell Tom?	Wirst du es Tom sagen?
Are you going to tell Tom?	Werden Sie es Tom sagen?
Are you going to use that?	Wirst du das benutzen?
Are you going to use this?	Wirst du das verwenden?
Are you going to use this?	Wirst du das benutzen?
Are you guys still dating?	Seid ihr noch zusammen?
Are you having dinner now?	Essen Sie das Abendessen jetzt?
Are you here to arrest me?	Sind Sie hier, um mich zu verhaften?
Are you here with someone?	Bist du mit jemandem hier?
Are you here with someone?	Seid ihr mit jemandem hier?
Are you here with someone?	Sind Sie mit jemandem hier?
Are you interested in art?	Interessierst du dich für Kunst?
Are you listening closely?	Hörst du richtig zu?
Are you looking for a job?	Suchen Sie einen Job?
Are you looking for a job?	Suchen Sie Arbeit?
Are you looking for a job?	Suchst du einen Job?
Are you looking for a job?	Suchst du Arbeit?
Are you looking for these?	Suchst du nach diesen?
Are you married or single?	Bist du verheiratet oder alleinstehend?
Are you married or single?	Sind Sie verheiratet oder alleinstehend?
Are you no longer in pain?	Hast du keine Schmerzen mehr?
Are you no longer in pain?	Haben Sie keine Schmerzen mehr?
Are you really a princess?	Bist du wirklich eine Prinzessin?
Are you really a princess?	Sind Sie wirklich eine Prinzessin?
Are you really happy here?	Bist du hier wirklich glücklich?
Are you really not coming?	Kommst du wirklich nicht?
Are you really that happy?	Bist du wirklich so glücklich?
Are you still angry at me?	Bist du mir noch böse?
Are you still enjoying it?	Gefällt euch das immer noch?
Are you still in Scotland?	Bist du immer noch in Schottland?
Are you still out of work?	Sind Sie immer noch ohne Arbeit?
Are you sure Tom did that?	Bist du dir sicher, dass das Tom getan hat?
Are you sure Tom did that?	Sind Sie sich sicher, dass Tom das getan hat?
Are you sure Tom is happy?	Bist du sicher, dass Tom glücklich ist?
Are you sure it will work?	Sind Sie sicher, dass das funktionieren wird?
Are you sure this is safe?	Bist du dir sicher, dass das ungefährlich ist?
Are you sure this'll work?	Sind Sie sicher, dass das funktionieren wird?
Are you talking about Tom?	Redet ihr über Tom?
Are you telling the truth?	Sagst du die Wahrheit?
Are you telling the truth?	Sagen Sie die Wahrheit?
Are you telling the truth?	Sagt ihr die Wahrheit?
Are you the new assistant?	Sind Sie der neue Assistent?
Are you the new assistant?	Bist du der neue Assistent?
Are you thinking about me?	Denkst du an mich?
Are you watching TV today?	Siehst du heute fern?
Are you worried about Tom?	Machst du dir Sorgen um Tom?
Are you writing this down?	Schreibst du das auf?
Aren't those your parents?	Sind das da nicht deine Eltern?
Aren't you Mary's husband?	Sind Sie nicht Marias Ehemann?
Aren't you Mary's husband?	Bist du nicht Marias Ehemann?
Aren't you Tom's daughter?	Bist du nicht Toms Tochter?
Aren't you a baseball fan?	Bist du nicht ein Baseballfan?
Aren't you a student here?	Bist du nicht ein Student hier?
Aren't you a teacher here?	Sind Sie nicht Lehrer hier?
Aren't you afraid of dogs?	Hast du nicht Angst vor Hunden?
Aren't you angry with Tom?	Bist du nicht wütend auf Tom?
Aren't you coming with me?	Kommst du nicht mit mir mit?
Aren't you coming with us?	Kommst du nicht mit?
Aren't you coming with us?	Kommst du nicht mit uns?
Aren't you dating anybody?	Bist du nicht mit jemandem zusammen?
Aren't you free on Monday?	Hast du am Montag nicht frei?
Aren't you from Australia?	Bist du nicht aus Australien?
Aren't you getting hungry?	Kriegst du nicht so langsam Hunger?
Aren't you getting hungry?	Kriegt ihr nicht so langsam Hunger?
Aren't you getting hungry?	Kriegen Sie nicht so langsam Hunger?
Aren't you going to do it?	Willst du es nicht tun?
Aren't you recording this?	Nimmst du das nicht auf?
Aren't you satisfied, Tom?	Bist du nicht zufrieden, Tom?
Ask Tom if he can do that.	Frag Tom, ob er das hinkriegt.
Ask her what she has done.	Frag sie, was sie gemacht hat.
At first, it is difficult.	Am Anfang ist es schwer.
At last, the rain stopped.	Endlich hat es aufgehört zu regnen.
At last, the rain stopped.	Der Regen hat endlich aufgehört.
At least give me a chance.	Gib mir wenigstens eine Chance!
At least it wasn't boring.	Wenigstens war es nicht langweilig.
At least the work is done.	Wenigstens ist die Arbeit getan.
At what hour was she born?	Um wie viel Uhr ist sie geboren worden?
Be careful where you step.	Pass auf, wo du hintrittst!
Be careful where you step.	Passt auf, wo ihr hintretet!
Be careful where you step.	Passen Sie auf, wo Sie hintreten!
Be careful. It's slippery.	Vorsicht! Es ist glatt!
Be polite to your parents.	Sei höflich zu deinen Eltern.
Be prepared for the worst.	Sei auf das Schlimmste gefasst!
Be quiet and listen to me.	Sei ruhig und hör mir zu.
Be quiet and listen to me.	Seid ruhig und hört mir zu.
Be quiet and listen to me.	Seien Sie ruhig und hören Sie mir zu.
Being rejected is painful.	Abgewiesen zu werden schmerzt.
Believe anything you want.	Glaub, was du willst.
Believe whatever you wish.	Glaub, was du willst!
Believe whatever you wish.	Glaubt, was ihr wollt!
Believe whatever you wish.	Glauben Sie, was Sie wollen!
Black cloth absorbs light.	Schwarze Stoffe absorbieren Licht.
Blaming others won't help.	Andere beschuldigen hilft auch nicht.
Blue is my favorite color.	Blau ist meine Lieblingsfarbe.
Blue whales feed on krill.	Blauwale ernähren sich von Krill.
Books are my best friends.	Bücher sind meine besten Freunde.
Boston has a lot to offer.	Boston hat viel zu bieten.
Both Tom and Mary blushed.	Sowohl Tom als auch Maria erröteten.
Both Tom and Mary blushed.	Tom sowohl als auch Maria erröteten.
Both Tom and Mary blushed.	Sowohl Tom wie auch Maria erröteten.
Both girls have blue eyes.	Beide Mädchen haben blaue Augen.
Both her parents are dead.	Ihre Eltern sind beide tot.
Both his parents are dead.	Seine Eltern sind beide tot.
Both of them are teachers.	Beide von ihnen sind Lehrer.
Both of them are teachers.	Beide sind Lehrerinnen.
Bourbon is made from corn.	Bourbon wird aus Mais gemacht.
Brazil is a large country.	Brasilien ist ein großes Land.
Bread is baked in an oven.	Brot wird im Ofen gebacken.
Breakfast is almost ready.	Das Frühstück ist fast fertig.
Breathe through your nose.	Atme durch die Nase.
Bring me a glass of water.	Bring mir ein Glas Wasser.
Bring me a piece of chalk.	Bring mir ein Stück Kreide!
Bring me something to eat.	Bring mir was zum Essen.
Bring me something to eat.	Bring mir etwas zu essen.
Bring me something to eat.	Bringt mir etwas zu essen.
Bring the water to a boil.	Bringen Sie das Wasser zum Sieden.
Bring the water to a boil.	Das Wasser zum Kochen bringen.
Bring your children along.	Bringen Sie Ihre Kinder mit.
Bring your children along.	Bringt eure Kinder mit.
Bring your children along.	Bring deine Kinder mit.
But what's the difference?	Aber worin besteht der Unterschied?
Butter is made from cream.	Butter wird aus Rahm gemacht.
Buy me something to drink.	Gib mir ein Getränk aus.
Buy me something to drink.	Spendier mir ein Getränk.
Call it anything you want.	Nenn es, wie du willst.
Call it anything you want.	Nennen Sie es, was Sie wollen.
Call it anything you want.	Nennt es, wie ihr wollt.
Call it whatever you want.	Nenn es, wie du willst.
Call me again in two days.	Ruf mich in zwei Tagen noch mal an.
Call me again in two days.	Ruft mich in zwei Tagen noch mal an.
Call me again in two days.	Rufen Sie mich in zwei Tagen noch mal an.
Call me when you're ready.	Ruf mich, wenn du soweit bist!
Call me when you're ready.	Ruf mich an, wenn du soweit bist!
Call me whenever you want.	Ruf mich an, wann immer du willst!
Call me whenever you want.	Ruft mich an, wann immer ihr wollt!
Call me whenever you want.	Rufen Sie mich an, wann immer Sie wollen!
Camels have three eyelids.	Kamele haben drei Augenlider.
Can I ask a dumb question?	Kann ich dir eine dumme Frage stellen?
Can I ask a dumb question?	Kann ich Ihnen eine dumme Frage stellen?
Can I do anything for you?	Kann ich etwas für Sie tun?
Can I do anything for you?	Kann ich etwas für dich tun?
Can I do anything to help?	Kann ich irgendetwas tun, um zu helfen?
Can I get another blanket?	Könnte ich eine neue Bettdecke bekommen?
Can I have a beer, please?	Kann ich bitte ein Bier haben?
Can I have some more milk?	Könnte ich noch etwas Milch haben?
Can I have your autograph?	Kann ich Ihr Autogramm bekommen?
Can I leave him a message?	Kann ich ihm eine Nachricht hinterlassen?
Can I speak to the doctor?	Kann ich den Arzt sprechen?
Can I speak to the doctor?	Kann ich die Ärztin sprechen?
Can I speak to the doctor?	Kann ich mit der Ärztin sprechen?
Can I take a picture here?	Darf ich hier fotografieren?
Can I take your order now?	Kann ich jetzt Ihre Bestellung aufnehmen?
Can I talk to Tom, please?	Kann ich bitte mit Tom sprechen?
Can I use this dictionary?	Darf ich dieses Wörterbuch benutzen?
Can I use your dictionary?	Kann ich dein Wörterbuch benutzen?
Can anything else be done?	Kann sonst noch etwas getan werden?
Can it be put more simply?	Kann man es auch einfacher ausdrücken?
Can we do it another time?	Können wir das ein andermal machen?
Can we provide assistance?	Können wir Hilfestellung geben?
Can we really afford that?	Können wir uns das wirklich leisten?
Can we try something else?	Können wir etwas anderes ausprobieren?
Can you add these numbers?	Kannst du diese Zahlen zusammenrechnen?
Can you add these numbers?	Kannst du diese Nummern hinzufügen?
Can you also speak French?	Kannst du auch Französisch?
Can you also speak French?	Könnt ihr auch Französisch?
Can you also speak French?	Können Sie auch Französisch?
Can you catch the chicken?	Kannst du das Huhn packen?
Can you catch the chicken?	Kannst du das Huhn einfangen?
Can you catch the chicken?	Kannst du das Huhn fangen?
Can you come to the party?	Kannst du auf das Fest kommen?
Can you come to the party?	Kannst du zur Party kommen?
Can you describe his face?	Kannst du sein Gesicht beschreiben?
Can you describe his face?	Können Sie sein Gesicht beschreiben?
Can you email me the file?	Kann du mir die Datei mailen?
Can you email me the file?	Kannst du mir die Datei per E-Mail schicken?
Can you email me the file?	Könnt ihr mir die Datei mailen?
Can you email me the file?	Können Sie mir die Datei mailen?
Can you email me the file?	Könnt ihr mir die Datei per E-Mail schicken?
Can you email me the file?	Können Sie mir die Datei per E-Mail schicken?
Can you even speak French?	Kannst du überhaupt Französisch?
Can you even speak French?	Könnt ihr überhaupt Französisch?
Can you even speak French?	Können Sie überhaupt Französisch?
Can you excuse me, please?	Würden Sie mich bitte entschuldigen?
Can you get there by bike?	Kann man per Rad dorthin gelangen?
Can you help me lift this?	Können Sie mir helfen, das zu heben?
Can you lend me that book?	Kannst du mir das Buch ausleihen?
Can you lend me your bike?	Kannst du mir dein Fahrrad ausleihen?
Can you mail these for me?	Kannst du die für mich wegschicken?
Can you make an exception?	Können Sie eine Ausnahme machen?
Can you make an exception?	Kannst du eine Ausnahme machen?
Can you make an exception?	Könnt ihr eine Ausnahme machen?
Can you order them for me?	Kannst du sie mir bestellen?
Can you order them for me?	Können Sie sie mir bestellen?
Can you order them for me?	Könnt ihr sie mir bestellen?
Can you pay me in advance?	Können Sie mich im Voraus bezahlen?
Can you put me up tonight?	Kannst du mich heute Nacht bei dir unterbringen?
Can you recommend a hotel?	Können Sie mir ein Hotel empfehlen?
Can you remember anything?	Kannst du dich an irgend etwas erinnern?
Can you remember his name?	Kannst du dich an seinen Namen erinnern?
Can you remember his name?	Kannst du dich an ihren Namen erinnern?
Can you show me that book?	Kannst du mir das Buch zeigen?
Can you show me the house?	Kannst du mir das Haus zeigen?
Can you show me the house?	Können Sie mir das Haus zeigen?
Can you show us the house?	Kannst du uns das Haus zeigen?
Can you show us the house?	Können Sie uns das Haus zeigen?
Can you show us the house?	Könnt ihr uns das Haus zeigen?
Can you spare some change?	Haben Sie etwas Kleingeld für mich übrig?
Can you speak French well?	Sprichst du gut Französisch?
Can you speak French well?	Sprechen Sie gut Französisch?
Can you speak French, too?	Sprichst du auch Französisch?
Can you stay a bit longer?	Kannst du noch etwas bleiben?
Can you stay a bit longer?	Könnt ihr noch etwas bleiben?
Can you stay a bit longer?	Können Sie noch etwas bleiben?
Can you still play tennis?	Kannst du noch Tennis spielen?
Can you still remember it?	Kannst du dich noch daran erinnern?
Can you touch the ceiling?	Kannst du an die Zimmerdecke fassen?
Can you touch the ceiling?	Kannst du die Decke berühren?
Can't we just flip a coin?	Können wir nicht einfach eine Münze werfen?
Can't we think about this?	Können wir nicht darüber nachdenken?
Cats hate vacuum cleaners.	Katzen hassen Staubsauger.
Children are not admitted.	Kinder werden nicht zugelassen.
Children aren't safe here.	Kinder sind hier nicht sicher.
Children can't drink wine.	Kinder dürfen keinen Wein trinken.
Choose whichever you like.	Wähle, was auch immer dir gefällt.
Choose whichever you like.	Wählen Sie, was auch immer Ihnen gefällt.
Choose whichever you like.	Wählt, was auch immer euch gefällt.
Chrysanthemums smell nice.	Chrysanthemen riechen gut.
Classes begin next Monday.	Der Unterricht beginnt am nächsten Montag.
Clocks keep track of time.	Uhren messen die Zeit.
Close the door behind you.	Schließe die Türe hinter dir.
Come and see for yourself.	Komm und sieh selbst!
Come at any time you like.	Kommt, wann ihr wollt.
Come at ten o'clock sharp.	Komme pünktlich um 10 Uhr.
Come on Monday if you can.	Komme am Montag, wenn du kannst.
Come on Monday if you can.	Kommen Sie am Montag, wenn Sie können.
Come on Monday if you can.	Kommt am Montag, wenn ihr könnt.
Come on! Give me a chance.	Na los doch! Gib mir eine Chance!
Come to my house at eight.	Komm um acht bei mir vorbei.
Come to my house at eight.	Kommt um acht bei mir vorbei.
Come to my house at eight.	Kommen Sie um acht bei mir vorbei.
Come whenever you want to.	Komm, wann du willst.
Come whenever you want to.	Kommt, wann ihr wollt.
Come whenever you want to.	Komm, wann immer du willst.
Come with me, both of you.	Kommt alle beide mal mit!
Coming here was a mistake.	Es war ein Fehler, hierher zu kommen.
Comparisons are difficult.	Vergleiche sind schwer.
Computers are very useful.	Computer sind sehr nützlich.
Could I borrow your notes?	Dürfte ich mir deine Notizen ausleihen?
Could I have some of that?	Könnte ich davon etwas bekommen?
Could you help me, please?	Könntest du mir bitte helfen?
Could you help us, please?	Könntest du uns bitte helfen?
Could you help us, please?	Könnten Sie uns bitte helfen?
Could you help us, please?	Könntet ihr uns bitte helfen?
Could you open the window?	Könntest du das Fenster öffnen?
Could you open the window?	Könntet ihr das Fenster öffnen?
Could you open the window?	Könnten Sie das Fenster öffnen?
Could you please be quiet?	Könntest du bitte ruhig sein?
Could you please be quiet?	Könnten Sie bitte ruhig sein?
Could you please be quiet?	Könntet ihr bitte ruhig sein?
Could you turn off the TV?	Könnten Sie den Fernseher ausschalten?
Could you turn off the TV?	Könntest du den Fernseher ausschalten?
Could you turn off the TV?	Könntet ihr den Fernseher ausschalten?
Could you turn off the TV?	Könntest du den Fernseher ausstellen?
Cows provide us with milk.	Kühe versorgen uns mit Milch.
Culture destroys language.	Kultur zerstört Sprache.
Cut the cake with a knife.	Schneide den Kuchen mit einem Messer.
Dad knows what he's doing.	Papa weiß, was er macht.
Dad knows what he's doing.	Papa weiß, was er tut.
Dancing is just plain fun.	Das Tanzen ist eine wahre Freude.
Desire leads to suffering.	Begehren führt zu Leid.
Did I interrupt something?	Habe ich dich bei etwas gestört?
Did I miss something here?	Ist mir hier etwas entgangen?
Did I say something wrong?	Habe ich etwas Falsches gesagt?
Did Tom actually say that?	Hat das Tom wirklich gesagt?
Did Tom already know that?	Wusste Tom das schon?
Did Tom give you anything?	Hat Tom dir irgendwas gegeben?
Did Tom give you anything?	Hat Tom euch irgend etwas gegeben?
Did Tom give you anything?	Hat Tom Ihnen etwas gegeben?
Did Tom go swimming today?	War Tom heute schwimmen?
Did Tom leave without you?	Ist Tom ohne dich gefahren?
Did Tom leave without you?	Ist Tom ohne dich gegangen?
Did Tom like it in Boston?	Hat es Tom in Boston gefallen?
Did Tom say he left early?	Hat Tom gesagt, dass er früher gegangen ist?
Did Tom use to play hooky?	Pflegte Tom die Schule zu schwänzen?
Did he look like a doctor?	Sah er wie ein Arzt aus?
Did the interview go well?	Ist das Vorstellungsgespräch gut verlaufen?
Did the police arrest Tom?	Hat die Polizei Tom festgenommen?
Did you already know that?	Wusstest du das schon?
Did you already know that?	Wussten Sie das schon?
Did you already know that?	Wusstet ihr das schon?
Did you break up with Tom?	Hast du mit Tom Schluss gemacht?
Did you change the filter?	Hast du den Filter ausgetauscht?
Did you change the filter?	Habt ihr den Filter ausgetauscht?
Did you change the filter?	Haben Sie den Filter ausgetauscht?
Did you change the filter?	Hast du den Filter gewechselt?
Did you change the filter?	Habt ihr den Filter gewechselt?
Did you change the filter?	Haben Sie den Filter gewechselt?
Did you change the filter?	Hast du den Filter getauscht?
Did you change the filter?	Habt ihr den Filter getauscht?
Did you change the filter?	Haben Sie den Filter getauscht?
Did you complete the work?	Bist du mit der Arbeit fertig?
Did you do it by yourself?	Hast du das selbst gemacht?
Did you do that purposely?	Hast du das absichtlich getan?
Did you do that purposely?	Habt ihr das absichtlich getan?
Did you do that purposely?	Haben Sie das absichtlich getan?
Did you eat all the bread?	Hast du das Brot aufgegessen?
Did you enjoy the concert?	Hat dir das Konzert gefallen?
Did you enjoy the concert?	Hat Ihnen das Konzert gefallen?
Did you expect Tom to win?	Hast du erwartet, dass Tom gewinnt?
Did you find your letters?	Hast du deine Briefe gefunden?
Did you find your letters?	Habt ihr eure Briefe gefunden?
Did you find your letters?	Haben Sie Ihre Briefe gefunden?
Did you find your parents?	Hast du deine Eltern gefunden?
Did you flash your lights?	Hast du die Lichthupe betätigt?
Did you flash your lights?	Haben Sie die Lichthupe betätigt?
Did you get Tom's message?	Hast du Toms Nachricht bekommen?
Did you get Tom's message?	Haben Sie Toms Nachricht bekommen?
Did you get Tom's message?	Habt ihr Toms Nachricht bekommen?
Did you go out last night?	Seid ihr letzte Nacht ausgegangen?
Did you go out last night?	Bist du gestern Abend ausgegangen?
Did you go out last night?	Seid ihr gestern Abend ausgegangen?
Did you go out last night?	Sind Sie gestern Abend ausgegangen?
Did you have a good sleep?	Hast du gut geschlafen?
Did you have a good sleep?	Habt ihr gut geschlafen?
Did you have a good sleep?	Haben Sie gut geschlafen?
Did you have fun with Tom?	Hast du dich mit Tom gut amüsiert?
Did you have fun with Tom?	Habt ihr euch mit Tom gut amüsiert?
Did you have fun with Tom?	Haben Sie sich mit Tom gut amüsiert?
Did you have to wait long?	Musstest du lange warten?
Did you have to wait long?	Mussten Sie lange warten?
Did you hear what we said?	Habt ihr gehört, was wir gesagt haben?
Did you hear what we said?	Hast du gehört, was wir gesagt haben?
Did you hear what we said?	Haben Sie gehört, was wir gesagt haben?
Did you know Tom's mother?	Kanntest du Toms Mutter?
Did you know Tom's mother?	Kanntet ihr Toms Mutter?
Did you know Tom's mother?	Kannten Sie Toms Mutter?
Did you know this already?	Wusstest du das schon?
Did you know this already?	Wussten Sie das schon?
Did you know this already?	Wusstet ihr das bereits?
Did you notice any change?	Hast du eine Veränderung bemerkt?
Did you notice any errors?	Hast du Fehler gesehen?
Did you play tennis today?	Hast du heute Tennis gespielt?
Did you pull the plug out?	Hast du den Stecker gezogen?
Did you receive my letter?	Hast du meinen Brief bekommen?
Did you regret doing that?	Hat es dir leid getan, dass du das gemacht hast?
Did you rent an apartment?	Hast du eine Wohnung gemietet?
Did you rent an apartment?	Haben Sie eine Wohnung gemietet?
Did you say you had a cat?	Hast du gesagt, dass du eine Katze hast?
Did you see Tom yesterday?	Hast du Tom gestern gesehen?
Did you see anybody there?	Hast du dort jemanden gesehen?
Did you see anybody there?	Haben Sie dort jemanden gesehen?
Did you see anybody there?	Habt ihr dort jemanden gesehen?
Did you see anything else?	Hast du sonst noch etwas gesehen?
Did you see anything else?	Habt ihr sonst noch etwas gesehen?
Did you see anything else?	Haben Sie sonst noch etwas gesehen?
Did you see the fireworks?	Hast du das Feuerwerk gesehen?
Did you sign the contract?	Hast du den Vertrag unterschrieben?
Did you sign the contract?	Haben Sie den Vertrag unterschrieben?
Did you sign the contract?	Habt ihr den Vertrag unterschrieben?
Did you solve the problem?	Hast du das Problem gelöst?
Did you solve the problem?	Habt ihr das Problem gelöst?
Did you solve the problem?	Haben Sie das Problem gelöst?
Did you stay up all night?	Bist du die ganze Nacht aufgeblieben?
Did you take Tom's advice?	Hast du Toms Rat befolgt?
Did you take Tom's advice?	Haben Sie Toms Rat befolgt?
Did you talk to your wife?	Hast du mit deiner Frau gesprochen?
Did you use my toothbrush?	Hast du meine Zahnbürste benutzt?
Did you wash these apples?	Hast du diese Äpfel gewaschen?
Didn't you enjoy the show?	Hat dir die Vorstellung nicht gefallen?
Didn't you get my message?	Hast du meine Nachricht nicht bekommen?
Didn't you like the movie?	Hat dir der Film nicht gefallen?
Didn't you like the movie?	Hat euch der Film nicht gefallen?
Didn't you like the movie?	Hat Ihnen der Film nicht gefallen?
Didn't you like this book?	Hat dir dieses Buch nicht gefallen?
Didn't you see Tom's face?	Hast du nicht Toms Gesicht gesehen?
Didn't you visit the park?	Hast du den Park nicht besichtigt?
Dinner will be ready soon.	Das Abendessen ist bald fertig.
Dinosaurs are now extinct.	Dinosaurier sind mittlerweile ausgestorben.
Divide the pizza in three.	Teile die Pizza in drei Teile.
Do I have to do that, too?	Muss ich das auch machen?
Do I have to go right now?	Muss ich sofort gehen?
Do I have to go to Boston?	Muss ich nach Boston gehen?
Do I have to write in ink?	Muss ich mit Tinte schreiben?
Do I look like Tom to you?	Sehe ich für dich aus wie Tom?
Do Tom and Mary get along?	Kommen Tom und Mary miteinander klar?
Do a better job next time.	Gib dir beim nächsten Mal mehr Mühe!
Do as your heart dictates.	Tu, was dir das Herz gebeut!
Do as your heart dictates.	Tu, was dein Herz dir sagt!
Do as your heart dictates.	Folge der Stimme deines Herzens!
Do either of you know Tom?	Kennt einer von euch Tom?
Do either of you know Tom?	Kennt einer von Ihnen Tom?
Do it while you still can.	Tu es, solange du noch kannst!
Do me a favor and shut up.	Tu mir einen Gefallen – schweig!
Do not read while walking.	Lies nicht im Gehen.
Do not try to imitate her.	Versuche sie nicht nachzuahmen.
Do not try to imitate her.	Versuche nicht, sie nachzuahmen.
Do they know that we know?	Wissen sie, dass wir es wissen?
Do what you think is best.	Tu, was du für das Beste hältst.
Do you actually like this?	Magst du das wirklich?
Do you actually live here?	Leben Sie wirklich hier?
Do you believe in fairies?	Glaubst du an Feen?
Do you deliver on Sundays?	Liefert ihr sonntags?
Do you do that very often?	Machst du das sehr oft?
Do you drink beer or wine?	Trinken Sie Bier oder Wein?
Do you drink beer or wine?	Trinkst du Bier oder Wein?
Do you drink beer or wine?	Trinkt ihr Bier oder Wein?
Do you drink black coffee?	Trinkst du schwarzen Kaffee?
Do you drink black coffee?	Trinken Sie schwarzen Kaffee?
Do you drink black coffee?	Trinkt ihr schwarzen Kaffee?
Do you eat rice every day?	Isst du jeden Tag Reis?
Do you eat rice every day?	Esst ihr jeden Tag Reis?
Do you eat rice every day?	Essen Sie jeden Tag Reis?
Do you feel sorry for Tom?	Tut dir Tom leid?
Do you find me attractive?	Findest du mich attraktiv?
Do you find that annoying?	Findest du das lästig?
Do you find that annoying?	Findest du das nervig?
Do you go to Boston often?	Fährst du oft nach Boston?
Do you go to Boston often?	Fahren Sie oft nach Boston?
Do you go to Boston often?	Fahrt ihr oft nach Boston?
Do you guys think I'm fat?	Findet ihr, dass ich dick bin?
Do you guys understand me?	Versteht ihr mich?
Do you happen to know Tom?	Kennst du zufälligerweise Tom?
Do you happen to know Tom?	Kennen Sie zufälligerweise Tom?
Do you happen to know Tom?	Kennt ihr zufälligerweise Tom?
Do you hate Tom that much?	So sehr hasst du Tom?
